error_id,e_protein,e_carbs,e_fats
5185,6,23,25
5186,6,23,26
5187,6,23,27
5188,6,23,28
5189,6,23,29
5190,6,23,30
5191,6,24,1
5192,6,24,2
5193,6,24,3
5194,6,24,4
5195,6,24,5
5196,6,24,6
5197,6,24,7
5198,6,24,8
5199,6,24,9
5200,6,24,10
5201,6,24,11
5202,6,24,12
5203,6,24,13
5204,6,24,14
5205,6,24,15
5206,6,24,16
5207,6,24,17
5208,6,24,18
5209,6,24,19
5210,6,24,20
5211,6,24,21
5212,6,24,22
5213,6,24,23
5214,6,24,24
5215,6,24,25
5216,6,24,26
5217,6,24,27
5218,6,24,28
5219,6,24,29
5220,6,24,30
5221,6,25,1
5222,6,25,2
5223,6,25,3
5224,6,25,4
5225,6,25,5
5226,6,25,6
5227,6,25,7
5228,6,25,8
5229,6,25,9
5230,6,25,10
5231,6,25,11
5232,6,25,12
5233,6,25,13
5234,6,25,14
5235,6,25,15
5236,6,25,16
5237,6,25,17
5238,6,25,18
5239,6,25,19
5240,6,25,20
5241,6,25,21
5242,6,25,22
5243,6,25,23
5244,6,25,24
5245,6,25,25
5246,6,25,26
5247,6,25,27
5248,6,25,28
5249,6,25,29
5250,6,25,30
5251,6,26,1
5252,6,26,2
5253,6,26,3
5254,6,26,4
5255,6,26,5
5256,6,26,6
5257,6,26,7
5258,6,26,8
5259,6,26,9
5260,6,26,10
5261,6,26,11
5262,6,26,12
5263,6,26,13
5264,6,26,14
5265,6,26,15
5266,6,26,16
5267,6,26,17
5268,6,26,18
5269,6,26,19
5270,6,26,20
5271,6,26,21
5272,6,26,22
5273,6,26,23
5274,6,26,24
5275,6,26,25
5276,6,26,26
5277,6,26,27
5278,6,26,28
5279,6,26,29
5280,6,26,30
5281,6,27,1
5282,6,27,2
5283,6,27,3
5284,6,27,4
5285,6,27,5
5286,6,27,6
5287,6,27,7
5288,6,27,8
5289,6,27,9
5290,6,27,10
5291,6,27,11
5292,6,27,12
5293,6,27,13
5294,6,27,14
5295,6,27,15
5296,6,27,16
5297,6,27,17
5298,6,27,18
5299,6,27,19
5300,6,27,20
5301,6,27,21
5302,6,27,22
5303,6,27,23
5304,6,27,24
5305,6,27,25
5306,6,27,26
5307,6,27,27
5308,6,27,28
5309,6,27,29
5310,6,27,30
5311,6,28,1
5312,6,28,2
5313,6,28,3
5314,6,28,4
5315,6,28,5
5316,6,28,6
5317,6,28,7
5318,6,28,8
5319,6,28,9
5320,6,28,10
5321,6,28,11
5322,6,28,12
5323,6,28,13
5324,6,28,14
5325,6,28,15
5326,6,28,16
5327,6,28,17
5328,6,28,18
5329,6,28,19
5330,6,28,20
5331,6,28,21
5332,6,28,22
5333,6,28,23
5334,6,28,24
5335,6,28,25
5336,6,28,26
5337,6,28,27
5338,6,28,28
5339,6,28,29
5340,6,28,30
5341,6,29,1
5342,6,29,2
5343,6,29,3
5344,6,29,4
5345,6,29,5
5346,6,29,6
5347,6,29,7
5348,6,29,8
5349,6,29,9
5350,6,29,10
5351,6,29,11
5352,6,29,12
5353,6,29,13
5354,6,29,14
5355,6,29,15
5356,6,29,16
5357,6,29,17
5358,6,29,18
5359,6,29,19
5360,6,29,20
5361,6,29,21
5362,6,29,22
5363,6,29,23
5364,6,29,24
5365,6,29,25
5366,6,29,26
5367,6,29,27
5368,6,29,28
5369,6,29,29
5370,6,29,30
5371,6,30,1
5372,6,30,2
5373,6,30,3
5374,6,30,4
5375,6,30,5
5376,6,30,6
5377,6,30,7
5378,6,30,8
5379,6,30,9
5380,6,30,10
5381,6,30,11
5382,6,30,12
5383,6,30,13
5384,6,30,14
5385,6,30,15
5386,6,30,16
5387,6,30,17
5388,6,30,18
5389,6,30,19
5390,6,30,20
5391,6,30,21
5392,6,30,22
5393,6,30,23
5394,6,30,24
5395,6,30,25
5396,6,30,26
5397,6,30,27
5398,6,30,28
5399,6,30,29
5400,6,30,30
5401,7,1,1
5402,7,1,2
5403,7,1,3
5404,7,1,4
5405,7,1,5
5406,7,1,6
5407,7,1,7
5408,7,1,8
5409,7,1,9
5410,7,1,10
5411,7,1,11
5412,7,1,12
5413,7,1,13
5414,7,1,14
5415,7,1,15
5416,7,1,16
5417,7,1,17
5418,7,1,18
5419,7,1,19
5420,7,1,20
5421,7,1,21
5422,7,1,22
5423,7,1,23
5424,7,1,24
5425,7,1,25
5426,7,1,26
5427,7,1,27
5428,7,1,28
5429,7,1,29
5430,7,1,30
5431,7,2,1
5432,7,2,2
5433,7,2,3
5434,7,2,4
5435,7,2,5
5436,7,2,6
5437,7,2,7
5438,7,2,8
5439,7,2,9
5440,7,2,10
5441,7,2,11
5442,7,2,12
5443,7,2,13
5444,7,2,14
5445,7,2,15
5446,7,2,16
5447,7,2,17
5448,7,2,18
5449,7,2,19
5450,7,2,20
5451,7,2,21
5452,7,2,22
5453,7,2,23
5454,7,2,24
5455,7,2,25
5456,7,2,26
5457,7,2,27
5458,7,2,28
5459,7,2,29
5460,7,2,30
5461,7,3,1
5462,7,3,2
5463,7,3,3
5464,7,3,4
5465,7,3,5
5466,7,3,6
5467,7,3,7
5468,7,3,8
5469,7,3,9
5470,7,3,10
5471,7,3,11
5472,7,3,12
5473,7,3,13
5474,7,3,14
5475,7,3,15
5476,7,3,16
5477,7,3,17
5478,7,3,18
5479,7,3,19
5480,7,3,20
5481,7,3,21
5482,7,3,22
5483,7,3,23
5484,7,3,24
5485,7,3,25
5486,7,3,26
5487,7,3,27
5488,7,3,28
5489,7,3,29
5490,7,3,30
5491,7,4,1
5492,7,4,2
5493,7,4,3
5494,7,4,4
5495,7,4,5
5496,7,4,6
5497,7,4,7
5498,7,4,8
5499,7,4,9
5500,7,4,10
5501,7,4,11
5502,7,4,12
5503,7,4,13
5504,7,4,14
5505,7,4,15
5506,7,4,16
5507,7,4,17
5508,7,4,18
5509,7,4,19
5510,7,4,20
5511,7,4,21
5512,7,4,22
5513,7,4,23
5514,7,4,24
5515,7,4,25
5516,7,4,26
5517,7,4,27
5518,7,4,28
5519,7,4,29
5520,7,4,30
5521,7,5,1
5522,7,5,2
5523,7,5,3
5524,7,5,4
5525,7,5,5
5526,7,5,6
5527,7,5,7
5528,7,5,8
5529,7,5,9
5530,7,5,10
5531,7,5,11
5532,7,5,12
5533,7,5,13
5534,7,5,14
5535,7,5,15
5536,7,5,16
5537,7,5,17
5538,7,5,18
5539,7,5,19
5540,7,5,20
5541,7,5,21
5542,7,5,22
5543,7,5,23
5544,7,5,24
5545,7,5,25
5546,7,5,26
5547,7,5,27
5548,7,5,28
5549,7,5,29
5550,7,5,30
5551,7,6,1
5552,7,6,2
5553,7,6,3
5554,7,6,4
5555,7,6,5
5556,7,6,6
5557,7,6,7
5558,7,6,8
5559,7,6,9
5560,7,6,10
5561,7,6,11
5562,7,6,12
5563,7,6,13
5564,7,6,14
5565,7,6,15
5566,7,6,16
5567,7,6,17
5568,7,6,18
5569,7,6,19
5570,7,6,20
5571,7,6,21
5572,7,6,22
5573,7,6,23
5574,7,6,24
5575,7,6,25
5576,7,6,26
5577,7,6,27
5578,7,6,28
5579,7,6,29
5580,7,6,30
5581,7,7,1
5582,7,7,2
5583,7,7,3
5584,7,7,4
5585,7,7,5
5586,7,7,6
5587,7,7,7
5588,7,7,8
5589,7,7,9
5590,7,7,10
5591,7,7,11
5592,7,7,12
5593,7,7,13
5594,7,7,14
5595,7,7,15
5596,7,7,16
5597,7,7,17
5598,7,7,18
5599,7,7,19
5600,7,7,20
5601,7,7,21
5602,7,7,22
5603,7,7,23
5604,7,7,24
5605,7,7,25
5606,7,7,26
5607,7,7,27
5608,7,7,28
5609,7,7,29
5610,7,7,30
5611,7,8,1
5612,7,8,2
5613,7,8,3
5614,7,8,4
5615,7,8,5
5616,7,8,6
5617,7,8,7
5618,7,8,8
5619,7,8,9
5620,7,8,10
5621,7,8,11
5622,7,8,12
5623,7,8,13
5624,7,8,14
5625,7,8,15
5626,7,8,16
5627,7,8,17
5628,7,8,18
5629,7,8,19
5630,7,8,20
5631,7,8,21
5632,7,8,22
5633,7,8,23
5634,7,8,24
5635,7,8,25
5636,7,8,26
5637,7,8,27
5638,7,8,28
5639,7,8,29
5640,7,8,30
5641,7,9,1
5642,7,9,2
5643,7,9,3
5644,7,9,4
5645,7,9,5
5646,7,9,6
5647,7,9,7
5648,7,9,8
5649,7,9,9
5650,7,9,10
5651,7,9,11
5652,7,9,12
5653,7,9,13
5654,7,9,14
5655,7,9,15
5656,7,9,16
5657,7,9,17
5658,7,9,18
5659,7,9,19
5660,7,9,20
5661,7,9,21
5662,7,9,22
5663,7,9,23
5664,7,9,24
5665,7,9,25
5666,7,9,26
5667,7,9,27
5668,7,9,28
5669,7,9,29
5670,7,9,30
5671,7,10,1
5672,7,10,2
5673,7,10,3
5674,7,10,4
5675,7,10,5
5676,7,10,6
5677,7,10,7
5678,7,10,8
5679,7,10,9
5680,7,10,10
5681,7,10,11
5682,7,10,12
5683,7,10,13
5684,7,10,14
5685,7,10,15
5686,7,10,16
5687,7,10,17
5688,7,10,18
5689,7,10,19
5690,7,10,20
5691,7,10,21
5692,7,10,22
5693,7,10,23
5694,7,10,24
5695,7,10,25
5696,7,10,26
5697,7,10,27
5698,7,10,28
5699,7,10,29
5700,7,10,30
5701,7,11,1
5702,7,11,2
5703,7,11,3
5704,7,11,4
5705,7,11,5
5706,7,11,6
5707,7,11,7
5708,7,11,8
5709,7,11,9
5710,7,11,10
5711,7,11,11
5712,7,11,12
5713,7,11,13
5714,7,11,14
5715,7,11,15
5716,7,11,16
5717,7,11,17
5718,7,11,18
5719,7,11,19
5720,7,11,20
5721,7,11,21
5722,7,11,22
5723,7,11,23
5724,7,11,24
5725,7,11,25
5726,7,11,26
5727,7,11,27
5728,7,11,28
5729,7,11,29
5730,7,11,30
5731,7,12,1
5732,7,12,2
5733,7,12,3
5734,7,12,4
5735,7,12,5
5736,7,12,6
5737,7,12,7
5738,7,12,8
5739,7,12,9
5740,7,12,10
5741,7,12,11
5742,7,12,12
5743,7,12,13
5744,7,12,14
5745,7,12,15
5746,7,12,16
5747,7,12,17
5748,7,12,18
5749,7,12,19
5750,7,12,20
5751,7,12,21
5752,7,12,22
5753,7,12,23
5754,7,12,24
5755,7,12,25
5756,7,12,26
5757,7,12,27
5758,7,12,28
5759,7,12,29
5760,7,12,30
5761,7,13,1
5762,7,13,2
5763,7,13,3
5764,7,13,4
5765,7,13,5
5766,7,13,6
5767,7,13,7
5768,7,13,8
5769,7,13,9
5770,7,13,10
5771,7,13,11
5772,7,13,12
5773,7,13,13
5774,7,13,14
5775,7,13,15
5776,7,13,16
5777,7,13,17
5778,7,13,18
5779,7,13,19
5780,7,13,20
5781,7,13,21
5782,7,13,22
5783,7,13,23
5784,7,13,24
5785,7,13,25
5786,7,13,26
5787,7,13,27
5788,7,13,28
5789,7,13,29
5790,7,13,30
5791,7,14,1
5792,7,14,2
5793,7,14,3
5794,7,14,4
5795,7,14,5
5796,7,14,6
5797,7,14,7
5798,7,14,8
5799,7,14,9
5800,7,14,10
5801,7,14,11
5802,7,14,12
5803,7,14,13
5804,7,14,14
5805,7,14,15
5806,7,14,16
5807,7,14,17
5808,7,14,18
5809,7,14,19
5810,7,14,20
5811,7,14,21
5812,7,14,22
5813,7,14,23
5814,7,14,24
5815,7,14,25
5816,7,14,26
5817,7,14,27
5818,7,14,28
5819,7,14,29
5820,7,14,30
5821,7,15,1
5822,7,15,2
5823,7,15,3
5824,7,15,4
5825,7,15,5
5826,7,15,6
5827,7,15,7
5828,7,15,8
5829,7,15,9
5830,7,15,10
5831,7,15,11
5832,7,15,12
5833,7,15,13
5834,7,15,14
5835,7,15,15
5836,7,15,16
5837,7,15,17
5838,7,15,18
5839,7,15,19
5840,7,15,20
5841,7,15,21
5842,7,15,22
5843,7,15,23
5844,7,15,24
5845,7,15,25
5846,7,15,26
5847,7,15,27
5848,7,15,28
5849,7,15,29
5850,7,15,30
5851,7,16,1
5852,7,16,2
5853,7,16,3
5854,7,16,4
5855,7,16,5
5856,7,16,6
5857,7,16,7
5858,7,16,8
5859,7,16,9
5860,7,16,10
5861,7,16,11
5862,7,16,12
5863,7,16,13
5864,7,16,14
5865,7,16,15
5866,7,16,16
5867,7,16,17
5868,7,16,18
5869,7,16,19
5870,7,16,20
5871,7,16,21
5872,7,16,22
5873,7,16,23
5874,7,16,24
5875,7,16,25
5876,7,16,26
5877,7,16,27
5878,7,16,28
5879,7,16,29
5880,7,16,30
5881,7,17,1
5882,7,17,2
5883,7,17,3
5884,7,17,4
5885,7,17,5
5886,7,17,6
5887,7,17,7
5888,7,17,8
5889,7,17,9
5890,7,17,10
5891,7,17,11
5892,7,17,12
5893,7,17,13
5894,7,17,14
5895,7,17,15
5896,7,17,16
5897,7,17,17
5898,7,17,18
5899,7,17,19
5900,7,17,20
5901,7,17,21
5902,7,17,22
5903,7,17,23
5904,7,17,24
5905,7,17,25
5906,7,17,26
5907,7,17,27
5908,7,17,28
5909,7,17,29
5910,7,17,30
5911,7,18,1
5912,7,18,2
5913,7,18,3
5914,7,18,4
5915,7,18,5
5916,7,18,6
5917,7,18,7
5918,7,18,8
5919,7,18,9
5920,7,18,10
5921,7,18,11
5922,7,18,12
5923,7,18,13
5924,7,18,14
5925,7,18,15
5926,7,18,16
5927,7,18,17
5928,7,18,18
5929,7,18,19
5930,7,18,20
5931,7,18,21
5932,7,18,22
5933,7,18,23
5934,7,18,24
5935,7,18,25
5936,7,18,26
5937,7,18,27
5938,7,18,28
5939,7,18,29
5940,7,18,30
5941,7,19,1
5942,7,19,2
5943,7,19,3
5944,7,19,4
5945,7,19,5
5946,7,19,6
5947,7,19,7
5948,7,19,8
5949,7,19,9
5950,7,19,10
5951,7,19,11
5952,7,19,12
5953,7,19,13
5954,7,19,14
5955,7,19,15
5956,7,19,16
5957,7,19,17
5958,7,19,18
5959,7,19,19
5960,7,19,20
5961,7,19,21
5962,7,19,22
5963,7,19,23
5964,7,19,24
5965,7,19,25
5966,7,19,26
5967,7,19,27
5968,7,19,28
5969,7,19,29
5970,7,19,30
5971,7,20,1
5972,7,20,2
5973,7,20,3
5974,7,20,4
5975,7,20,5
5976,7,20,6
5977,7,20,7
5978,7,20,8
5979,7,20,9
5980,7,20,10
5981,7,20,11
5982,7,20,12
5983,7,20,13
5984,7,20,14
5985,7,20,15
5986,7,20,16
5987,7,20,17
5988,7,20,18
5989,7,20,19
5990,7,20,20
5991,7,20,21
5992,7,20,22
5993,7,20,23
5994,7,20,24
5995,7,20,25
5996,7,20,26
5997,7,20,27
5998,7,20,28
5999,7,20,29
6000,7,20,30
6001,7,21,1
6002,7,21,2
6003,7,21,3
6004,7,21,4
6005,7,21,5
6006,7,21,6
6007,7,21,7
6008,7,21,8
6009,7,21,9
6010,7,21,10
6011,7,21,11
6012,7,21,12
6013,7,21,13
6014,7,21,14
6015,7,21,15
6016,7,21,16
6017,7,21,17
6018,7,21,18
6019,7,21,19
6020,7,21,20
6021,7,21,21
6022,7,21,22
6023,7,21,23
6024,7,21,24
6025,7,21,25
6026,7,21,26
6027,7,21,27
6028,7,21,28
6029,7,21,29
6030,7,21,30
6031,7,22,1
6032,7,22,2
6033,7,22,3
6034,7,22,4
6035,7,22,5
6036,7,22,6
6037,7,22,7
6038,7,22,8
6039,7,22,9
6040,7,22,10
6041,7,22,11
6042,7,22,12
6043,7,22,13
6044,7,22,14
6045,7,22,15
6046,7,22,16
6047,7,22,17
6048,7,22,18
6049,7,22,19
6050,7,22,20
6051,7,22,21
6052,7,22,22
6053,7,22,23
6054,7,22,24
6055,7,22,25
6056,7,22,26
6057,7,22,27
6058,7,22,28
6059,7,22,29
6060,7,22,30
6061,7,23,1
6062,7,23,2
6063,7,23,3
6064,7,23,4
6065,7,23,5
6066,7,23,6
6067,7,23,7
6068,7,23,8
6069,7,23,9
6070,7,23,10
6071,7,23,11
6072,7,23,12
6073,7,23,13
6074,7,23,14
6075,7,23,15
6076,7,23,16
6077,7,23,17
6078,7,23,18
6079,7,23,19
6080,7,23,20
6081,7,23,21
6082,7,23,22
6083,7,23,23
6084,7,23,24
6085,7,23,25
6086,7,23,26
6087,7,23,27
6088,7,23,28
6089,7,23,29
6090,7,23,30
6091,7,24,1
6092,7,24,2
6093,7,24,3
6094,7,24,4
6095,7,24,5
6096,7,24,6
6097,7,24,7
6098,7,24,8
6099,7,24,9
6100,7,24,10
6101,7,24,11
6102,7,24,12
6103,7,24,13
6104,7,24,14
6105,7,24,15
6106,7,24,16
6107,7,24,17
6108,7,24,18
6109,7,24,19
6110,7,24,20
6111,7,24,21
6112,7,24,22
6113,7,24,23
6114,7,24,24
6115,7,24,25
6116,7,24,26
6117,7,24,27
6118,7,24,28
6119,7,24,29
6120,7,24,30
6121,7,25,1
6122,7,25,2
6123,7,25,3
6124,7,25,4
6125,7,25,5
6126,7,25,6
6127,7,25,7
6128,7,25,8
6129,7,25,9
6130,7,25,10
6131,7,25,11
6132,7,25,12
6133,7,25,13
6134,7,25,14
6135,7,25,15
6136,7,25,16
6137,7,25,17
6138,7,25,18
6139,7,25,19
6140,7,25,20
6141,7,25,21
6142,7,25,22
6143,7,25,23
6144,7,25,24
6145,7,25,25
6146,7,25,26
6147,7,25,27
6148,7,25,28
6149,7,25,29
6150,7,25,30
6151,7,26,1
6152,7,26,2
6153,7,26,3
6154,7,26,4
6155,7,26,5
6156,7,26,6
6157,7,26,7
6158,7,26,8
6159,7,26,9
6160,7,26,10
6161,7,26,11
6162,7,26,12
6163,7,26,13
6164,7,26,14
6165,7,26,15
6166,7,26,16
6167,7,26,17
6168,7,26,18
6169,7,26,19
6170,7,26,20
6171,7,26,21
6172,7,26,22
6173,7,26,23
6174,7,26,24
6175,7,26,25
6176,7,26,26
6177,7,26,27
6178,7,26,28
6179,7,26,29
6180,7,26,30
6181,7,27,1
6182,7,27,2
6183,7,27,3
6184,7,27,4
6185,7,27,5
6186,7,27,6
6187,7,27,7
6188,7,27,8
6189,7,27,9
6190,7,27,10
6191,7,27,11
6192,7,27,12
6193,7,27,13
6194,7,27,14
6195,7,27,15
6196,7,27,16
6197,7,27,17
6198,7,27,18
6199,7,27,19
6200,7,27,20
6201,7,27,21
6202,7,27,22
6203,7,27,23
6204,7,27,24
6205,7,27,25
6206,7,27,26
6207,7,27,27
6208,7,27,28
6209,7,27,29
6210,7,27,30
6211,7,28,1
6212,7,28,2
6213,7,28,3
6214,7,28,4
6215,7,28,5
6216,7,28,6
6217,7,28,7
6218,7,28,8
6219,7,28,9
6220,7,28,10
6221,7,28,11
6222,7,28,12
6223,7,28,13
6224,7,28,14
6225,7,28,15
6226,7,28,16
6227,7,28,17
6228,7,28,18
6229,7,28,19
6230,7,28,20
6231,7,28,21
6232,7,28,22
6233,7,28,23
6234,7,28,24
6235,7,28,25
6236,7,28,26
6237,7,28,27
6238,7,28,28
6239,7,28,29
6240,7,28,30
6241,7,29,1
6242,7,29,2
6243,7,29,3
6244,7,29,4
6245,7,29,5
6246,7,29,6
6247,7,29,7
6248,7,29,8
6249,7,29,9
6250,7,29,10
6251,7,29,11
6252,7,29,12
6253,7,29,13
6254,7,29,14
6255,7,29,15
6256,7,29,16
6257,7,29,17
6258,7,29,18
6259,7,29,19
6260,7,29,20
6261,7,29,21
6262,7,29,22
6263,7,29,23
6264,7,29,24
6265,7,29,25
6266,7,29,26
6267,7,29,27
6268,7,29,28
6269,7,29,29
6270,7,29,30
6271,7,30,1
6272,7,30,2
6273,7,30,3
6274,7,30,4
6275,7,30,5
6276,7,30,6
6277,7,30,7
6278,7,30,8
6279,7,30,9
6280,7,30,10
6281,7,30,11
6282,7,30,12
6283,7,30,13
6284,7,30,14
6285,7,30,15
6286,7,30,16
6287,7,30,17
6288,7,30,18
6289,7,30,19
6290,7,30,20
6291,7,30,21
6292,7,30,22
6293,7,30,23
6294,7,30,24
6295,7,30,25
6296,7,30,26
6297,7,30,27
6298,7,30,28
6299,7,30,29
6300,7,30,30
6301,8,1,1
6302,8,1,2
6303,8,1,3
6304,8,1,4
6305,8,1,5
6306,8,1,6
6307,8,1,7
6308,8,1,8
6309,8,1,9
6310,8,1,10
6311,8,1,11
6312,8,1,12
6313,8,1,13
6314,8,1,14
6315,8,1,15
6316,8,1,16
6317,8,1,17
6318,8,1,18
6319,8,1,19
6320,8,1,20
6321,8,1,21
6322,8,1,22
6323,8,1,23
6324,8,1,24
6325,8,1,25
6326,8,1,26
6327,8,1,27
6328,8,1,28
6329,8,1,29
6330,8,1,30
6331,8,2,1
6332,8,2,2
6333,8,2,3
6334,8,2,4
6335,8,2,5
6336,8,2,6
6337,8,2,7
6338,8,2,8
6339,8,2,9
6340,8,2,10
6341,8,2,11
6342,8,2,12
6343,8,2,13
6344,8,2,14
6345,8,2,15
6346,8,2,16
6347,8,2,17
6348,8,2,18
6349,8,2,19
6350,8,2,20
6351,8,2,21
6352,8,2,22
6353,8,2,23
6354,8,2,24
6355,8,2,25
6356,8,2,26
6357,8,2,27
6358,8,2,28
6359,8,2,29
6360,8,2,30
6361,8,3,1
6362,8,3,2
6363,8,3,3
6364,8,3,4
6365,8,3,5
6366,8,3,6
6367,8,3,7
6368,8,3,8
6369,8,3,9
6370,8,3,10
6371,8,3,11
6372,8,3,12
6373,8,3,13
6374,8,3,14
6375,8,3,15
6376,8,3,16
6377,8,3,17
6378,8,3,18
6379,8,3,19
6380,8,3,20
6381,8,3,21
6382,8,3,22
6383,8,3,23
6384,8,3,24
6385,8,3,25
6386,8,3,26
6387,8,3,27
6388,8,3,28
6389,8,3,29
6390,8,3,30
6391,8,4,1
6392,8,4,2
6393,8,4,3
6394,8,4,4
6395,8,4,5
6396,8,4,6
6397,8,4,7
6398,8,4,8
6399,8,4,9
6400,8,4,10
6401,8,4,11
6402,8,4,12
6403,8,4,13
6404,8,4,14
6405,8,4,15
6406,8,4,16
6407,8,4,17
6408,8,4,18
6409,8,4,19
6410,8,4,20
6411,8,4,21
6412,8,4,22
6413,8,4,23
6414,8,4,24
6415,8,4,25
6416,8,4,26
6417,8,4,27
6418,8,4,28
6419,8,4,29
6420,8,4,30
6421,8,5,1
6422,8,5,2
6423,8,5,3
6424,8,5,4
6425,8,5,5
6426,8,5,6
6427,8,5,7
6428,8,5,8
6429,8,5,9
6430,8,5,10
6431,8,5,11
6432,8,5,12
6433,8,5,13
6434,8,5,14
6435,8,5,15
6436,8,5,16
6437,8,5,17
6438,8,5,18
6439,8,5,19
6440,8,5,20
6441,8,5,21
6442,8,5,22
6443,8,5,23
6444,8,5,24
6445,8,5,25
6446,8,5,26
6447,8,5,27
6448,8,5,28
6449,8,5,29
6450,8,5,30
6451,8,6,1
6452,8,6,2
6453,8,6,3
6454,8,6,4
6455,8,6,5
6456,8,6,6
6457,8,6,7
6458,8,6,8
6459,8,6,9
6460,8,6,10
6461,8,6,11
6462,8,6,12
6463,8,6,13
6464,8,6,14
6465,8,6,15
6466,8,6,16
6467,8,6,17
6468,8,6,18
6469,8,6,19
6470,8,6,20
6471,8,6,21
6472,8,6,22
6473,8,6,23
6474,8,6,24
6475,8,6,25
6476,8,6,26
6477,8,6,27
6478,8,6,28
6479,8,6,29
6480,8,6,30
6481,8,7,1
6482,8,7,2
6483,8,7,3
6484,8,7,4
6485,8,7,5
6486,8,7,6
6487,8,7,7
6488,8,7,8
6489,8,7,9
6490,8,7,10
6491,8,7,11
6492,8,7,12
6493,8,7,13
6494,8,7,14
6495,8,7,15
6496,8,7,16
6497,8,7,17
6498,8,7,18
6499,8,7,19
6500,8,7,20
6501,8,7,21
6502,8,7,22
6503,8,7,23
6504,8,7,24
6505,8,7,25
6506,8,7,26
6507,8,7,27
6508,8,7,28
6509,8,7,29
6510,8,7,30
6511,8,8,1
6512,8,8,2
6513,8,8,3
6514,8,8,4
6515,8,8,5
6516,8,8,6
6517,8,8,7
6518,8,8,8
6519,8,8,9
6520,8,8,10
6521,8,8,11
6522,8,8,12
6523,8,8,13
6524,8,8,14
6525,8,8,15
6526,8,8,16
6527,8,8,17
6528,8,8,18
6529,8,8,19
6530,8,8,20
6531,8,8,21
6532,8,8,22
6533,8,8,23
6534,8,8,24
6535,8,8,25
6536,8,8,26
6537,8,8,27
6538,8,8,28
6539,8,8,29
6540,8,8,30
6541,8,9,1
6542,8,9,2
6543,8,9,3
6544,8,9,4
6545,8,9,5
6546,8,9,6
6547,8,9,7
6548,8,9,8
6549,8,9,9
6550,8,9,10
6551,8,9,11
6552,8,9,12
6553,8,9,13
6554,8,9,14
6555,8,9,15
6556,8,9,16
6557,8,9,17
6558,8,9,18
6559,8,9,19
6560,8,9,20
6561,8,9,21
6562,8,9,22
6563,8,9,23
6564,8,9,24
6565,8,9,25
6566,8,9,26
6567,8,9,27
6568,8,9,28
6569,8,9,29
6570,8,9,30
6571,8,10,1
6572,8,10,2
6573,8,10,3
6574,8,10,4
6575,8,10,5
6576,8,10,6
6577,8,10,7
6578,8,10,8
6579,8,10,9
6580,8,10,10
6581,8,10,11
6582,8,10,12
6583,8,10,13
6584,8,10,14
6585,8,10,15
6586,8,10,16
6587,8,10,17
6588,8,10,18
6589,8,10,19
6590,8,10,20
6591,8,10,21
6592,8,10,22
6593,8,10,23
6594,8,10,24
6595,8,10,25
6596,8,10,26
6597,8,10,27
6598,8,10,28
6599,8,10,29
6600,8,10,30
6601,8,11,1
6602,8,11,2
6603,8,11,3
6604,8,11,4
6605,8,11,5
6606,8,11,6
6607,8,11,7
6608,8,11,8
6609,8,11,9
6610,8,11,10
6611,8,11,11
6612,8,11,12
6613,8,11,13
6614,8,11,14
6615,8,11,15
6616,8,11,16
6617,8,11,17
6618,8,11,18
6619,8,11,19
6620,8,11,20
6621,8,11,21
6622,8,11,22
6623,8,11,23
6624,8,11,24
6625,8,11,25
6626,8,11,26
6627,8,11,27
6628,8,11,28
6629,8,11,29
6630,8,11,30
6631,8,12,1
6632,8,12,2
6633,8,12,3
6634,8,12,4
6635,8,12,5
6636,8,12,6
6637,8,12,7
6638,8,12,8
6639,8,12,9
6640,8,12,10
6641,8,12,11
6642,8,12,12
6643,8,12,13
6644,8,12,14
6645,8,12,15
6646,8,12,16
6647,8,12,17
6648,8,12,18
6649,8,12,19
6650,8,12,20
6651,8,12,21
6652,8,12,22
6653,8,12,23
6654,8,12,24
6655,8,12,25
6656,8,12,26
6657,8,12,27
6658,8,12,28
6659,8,12,29
6660,8,12,30
6661,8,13,1
6662,8,13,2
6663,8,13,3
6664,8,13,4
6665,8,13,5
6666,8,13,6
6667,8,13,7
6668,8,13,8
6669,8,13,9
6670,8,13,10
6671,8,13,11
6672,8,13,12
6673,8,13,13
6674,8,13,14
6675,8,13,15
6676,8,13,16
6677,8,13,17
6678,8,13,18
6679,8,13,19
6680,8,13,20
6681,8,13,21
6682,8,13,22
6683,8,13,23
6684,8,13,24
6685,8,13,25
6686,8,13,26
6687,8,13,27
6688,8,13,28
6689,8,13,29
6690,8,13,30
6691,8,14,1
6692,8,14,2
6693,8,14,3
6694,8,14,4
6695,8,14,5
6696,8,14,6
6697,8,14,7
6698,8,14,8
6699,8,14,9
6700,8,14,10
6701,8,14,11
6702,8,14,12
6703,8,14,13
6704,8,14,14
6705,8,14,15
6706,8,14,16
6707,8,14,17
6708,8,14,18
6709,8,14,19
6710,8,14,20
6711,8,14,21
6712,8,14,22
6713,8,14,23
6714,8,14,24
6715,8,14,25
6716,8,14,26
6717,8,14,27
6718,8,14,28
6719,8,14,29
6720,8,14,30
6721,8,15,1
6722,8,15,2
6723,8,15,3
6724,8,15,4
6725,8,15,5
6726,8,15,6
6727,8,15,7
6728,8,15,8
6729,8,15,9
6730,8,15,10
6731,8,15,11
6732,8,15,12
6733,8,15,13
6734,8,15,14
6735,8,15,15
6736,8,15,16
6737,8,15,17
