"c1_id","c1_protein_1","c1_protein_2","c1_carbs_1","c1_carbs_2","c1_fats_1","c1_fats_2","p1","p2","c1","c2","f1","f2"
"1362","Bison","Lamb","Whole Wheat Pasta","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1363","Bison","Lamb","Whole Wheat Pasta","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1364","Bison","Lamb","Whole Wheat Pasta","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1365","Bison","Lamb","Whole Wheat Pasta","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1366","Bison","Lamb","Whole Wheat Pasta","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1367","Bison","Lamb","Whole Wheat Pasta","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1368","Bison","Lamb","Whole Wheat Pasta","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1369","Bison","Lamb","Whole Wheat Pasta","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1370","Bison","Lamb","Whole Wheat Pasta","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1371","Bison","Lamb","Whole Wheat Pasta","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1372","Bison","Lamb","Whole Wheat Pasta","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1373","Bison","Lamb","Whole Wheat Pasta","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1374","Bison","Lamb","Whole Wheat Pasta","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1375","Bison","Lamb","Whole Wheat Pasta","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1376","Bison","Lamb","Whole Wheat Pasta","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1377","Bison","Lamb","Whole Wheat Pasta","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1378","Bison","Lamb","Whole Wheat Pasta","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1379","Bison","Lamb","Whole Wheat Pasta","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1380","Bison","Lamb","Whole Wheat Pasta","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1381","Bison","Lamb","Whole Wheat Pasta","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1382","Bison","Lamb","Whole Wheat Pasta","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1383","Bison","Lamb","Whole Wheat Pasta","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1384","Bison","Lamb","Whole Wheat Pasta","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1385","Bison","Lamb","Whole Wheat Pasta","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"1386","Bison","Lamb","Whole Wheat Pasta","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"1387","Bison","Lamb","Plain Pasta","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1388","Bison","Lamb","Plain Pasta","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1389","Bison","Lamb","Plain Pasta","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1390","Bison","Lamb","Plain Pasta","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1391","Bison","Lamb","Plain Pasta","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1392","Bison","Lamb","Plain Pasta","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1393","Bison","Lamb","Plain Pasta","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1394","Bison","Lamb","Plain Pasta","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1395","Bison","Lamb","Plain Pasta","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1396","Bison","Lamb","Plain Pasta","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1397","Bison","Lamb","Plain Pasta","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1398","Bison","Lamb","Plain Pasta","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1399","Bison","Lamb","Plain Pasta","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1400","Bison","Lamb","Plain Pasta","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1401","Bison","Lamb","Plain Pasta","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1402","Bison","Lamb","Plain Pasta","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1403","Bison","Lamb","Plain Pasta","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1404","Bison","Lamb","Plain Pasta","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1405","Bison","Lamb","Plain Pasta","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1406","Bison","Lamb","Plain Pasta","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1407","Bison","Lamb","Plain Pasta","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1408","Bison","Lamb","Plain Pasta","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1409","Bison","Lamb","Plain Pasta","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1410","Bison","Lamb","Plain Pasta","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1411","Bison","Lamb","Plain Pasta","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1412","Bison","Lamb","Plain Pasta","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1413","Bison","Lamb","Plain Pasta","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1414","Bison","Lamb","Plain Pasta","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1415","Bison","Lamb","Plain Pasta","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1416","Bison","Lamb","Plain Pasta","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1417","Bison","Lamb","Plain Pasta","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1418","Bison","Lamb","Plain Pasta","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1419","Bison","Lamb","Plain Pasta","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1420","Bison","Lamb","Plain Pasta","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1421","Bison","Lamb","Plain Pasta","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"1422","Bison","Lamb","Plain Pasta","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"1423","Bison","Lamb","Banana","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1424","Bison","Lamb","Banana","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1425","Bison","Lamb","Banana","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1426","Bison","Lamb","Banana","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1427","Bison","Lamb","Banana","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1428","Bison","Lamb","Banana","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1429","Bison","Lamb","Banana","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1430","Bison","Lamb","Banana","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1431","Bison","Lamb","Banana","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1432","Bison","Lamb","Banana","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1433","Bison","Lamb","Banana","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1434","Bison","Lamb","Banana","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1435","Bison","Lamb","Banana","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1436","Bison","Lamb","Banana","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1437","Bison","Lamb","Banana","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1438","Bison","Lamb","Banana","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1439","Bison","Lamb","Banana","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1440","Bison","Lamb","Banana","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1441","Bison","Lamb","Banana","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1442","Bison","Lamb","Banana","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1443","Bison","Lamb","Banana","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1444","Bison","Lamb","Banana","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1445","Bison","Lamb","Banana","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1446","Bison","Lamb","Banana","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1447","Bison","Lamb","Banana","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1448","Bison","Lamb","Banana","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1449","Bison","Lamb","Banana","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1450","Bison","Lamb","Banana","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1451","Bison","Lamb","Banana","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1452","Bison","Lamb","Banana","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1453","Bison","Lamb","Banana","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1454","Bison","Lamb","Banana","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1455","Bison","Lamb","Banana","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1456","Bison","Lamb","Banana","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1457","Bison","Lamb","Banana","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"1458","Bison","Lamb","Banana","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"1459","Bison","Lamb","-","-","Avocado","Oil STANDARD","0.5","0.5","0.0","0.0","0.8","0.2"
"1460","Bison","Lamb","-","-","Avocado","-","0.5","0.5","0.0","0.0","1.0","0.0"
"1461","Bison","Lamb","-","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.0","0.0","0.8","0.2"
"1462","Bison","Lamb","-","-","Nuts STANDARD","-","0.5","0.5","0.0","0.0","1.0","0.0"
"1463","Bison","Lamb","-","-","-","Oil STANDARD","0.5","0.5","0.0","0.0","0.0","0.5"
"1464","Bison","Lamb","-","-","-","-","0.5","0.5","0.0","0.0","0.0","0.0"
"1465","Bison","Steak STANDARD","Quinoa","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1466","Bison","Steak STANDARD","Quinoa","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1467","Bison","Steak STANDARD","Quinoa","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1468","Bison","Steak STANDARD","Quinoa","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1469","Bison","Steak STANDARD","Quinoa","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1470","Bison","Steak STANDARD","Quinoa","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1471","Bison","Steak STANDARD","Quinoa","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1472","Bison","Steak STANDARD","Quinoa","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1473","Bison","Steak STANDARD","Quinoa","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1474","Bison","Steak STANDARD","Quinoa","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1475","Bison","Steak STANDARD","Quinoa","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1476","Bison","Steak STANDARD","Quinoa","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1477","Bison","Steak STANDARD","Quinoa","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1478","Bison","Steak STANDARD","Quinoa","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1479","Bison","Steak STANDARD","Quinoa","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1480","Bison","Steak STANDARD","Quinoa","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1481","Bison","Steak STANDARD","Quinoa","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1482","Bison","Steak STANDARD","Quinoa","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1483","Bison","Steak STANDARD","Quinoa","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1484","Bison","Steak STANDARD","Quinoa","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1485","Bison","Steak STANDARD","Quinoa","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1486","Bison","Steak STANDARD","Quinoa","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1487","Bison","Steak STANDARD","Quinoa","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1488","Bison","Steak STANDARD","Quinoa","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1489","Bison","Steak STANDARD","Quinoa","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1490","Bison","Steak STANDARD","Quinoa","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1491","Bison","Steak STANDARD","Quinoa","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1492","Bison","Steak STANDARD","Quinoa","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1493","Bison","Steak STANDARD","Quinoa","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1494","Bison","Steak STANDARD","Quinoa","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1495","Bison","Steak STANDARD","Quinoa","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1496","Bison","Steak STANDARD","Quinoa","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1497","Bison","Steak STANDARD","Quinoa","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1498","Bison","Steak STANDARD","Quinoa","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1499","Bison","Steak STANDARD","Quinoa","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"1500","Bison","Steak STANDARD","Quinoa","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"1501","Bison","Steak STANDARD","White Rice","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1502","Bison","Steak STANDARD","White Rice","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1503","Bison","Steak STANDARD","White Rice","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1504","Bison","Steak STANDARD","White Rice","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1505","Bison","Steak STANDARD","White Rice","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1506","Bison","Steak STANDARD","White Rice","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1507","Bison","Steak STANDARD","White Rice","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1508","Bison","Steak STANDARD","White Rice","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1509","Bison","Steak STANDARD","White Rice","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1510","Bison","Steak STANDARD","White Rice","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1511","Bison","Steak STANDARD","White Rice","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1512","Bison","Steak STANDARD","White Rice","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1513","Bison","Steak STANDARD","White Rice","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1514","Bison","Steak STANDARD","White Rice","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1515","Bison","Steak STANDARD","White Rice","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1516","Bison","Steak STANDARD","White Rice","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1517","Bison","Steak STANDARD","White Rice","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1518","Bison","Steak STANDARD","White Rice","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1519","Bison","Steak STANDARD","White Rice","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1520","Bison","Steak STANDARD","White Rice","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1521","Bison","Steak STANDARD","White Rice","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1522","Bison","Steak STANDARD","White Rice","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1523","Bison","Steak STANDARD","White Rice","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1524","Bison","Steak STANDARD","White Rice","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1525","Bison","Steak STANDARD","White Rice","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1526","Bison","Steak STANDARD","White Rice","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1527","Bison","Steak STANDARD","White Rice","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1528","Bison","Steak STANDARD","White Rice","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1529","Bison","Steak STANDARD","White Rice","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1530","Bison","Steak STANDARD","White Rice","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1531","Bison","Steak STANDARD","White Rice","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1532","Bison","Steak STANDARD","White Rice","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1533","Bison","Steak STANDARD","White Rice","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1534","Bison","Steak STANDARD","White Rice","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1535","Bison","Steak STANDARD","White Rice","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"1536","Bison","Steak STANDARD","White Rice","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"1537","Bison","Steak STANDARD","Brown Rice","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1538","Bison","Steak STANDARD","Brown Rice","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1539","Bison","Steak STANDARD","Brown Rice","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1540","Bison","Steak STANDARD","Brown Rice","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1541","Bison","Steak STANDARD","Brown Rice","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1542","Bison","Steak STANDARD","Brown Rice","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1543","Bison","Steak STANDARD","Brown Rice","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1544","Bison","Steak STANDARD","Brown Rice","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1545","Bison","Steak STANDARD","Brown Rice","Lentils","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1546","Bison","Steak STANDARD","Brown Rice","Lentils","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1547","Bison","Steak STANDARD","Brown Rice","Lentils","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1548","Bison","Steak STANDARD","Brown Rice","Lentils","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1549","Bison","Steak STANDARD","Brown Rice","Banana","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1550","Bison","Steak STANDARD","Brown Rice","Banana","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1551","Bison","Steak STANDARD","Brown Rice","Banana","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1552","Bison","Steak STANDARD","Brown Rice","Banana","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1553","Bison","Steak STANDARD","Brown Rice","Banana","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1554","Bison","Steak STANDARD","Brown Rice","Banana","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1555","Bison","Steak STANDARD","Brown Rice","Sweet Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1556","Bison","Steak STANDARD","Brown Rice","Sweet Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1557","Bison","Steak STANDARD","Brown Rice","Sweet Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1558","Bison","Steak STANDARD","Brown Rice","Sweet Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1559","Bison","Steak STANDARD","Brown Rice","Sweet Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1560","Bison","Steak STANDARD","Brown Rice","Sweet Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1561","Bison","Steak STANDARD","Brown Rice","White Potato","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1562","Bison","Steak STANDARD","Brown Rice","White Potato","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1563","Bison","Steak STANDARD","Brown Rice","White Potato","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1564","Bison","Steak STANDARD","Brown Rice","White Potato","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1565","Bison","Steak STANDARD","Brown Rice","White Potato","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1566","Bison","Steak STANDARD","Brown Rice","White Potato","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1567","Bison","Steak STANDARD","Brown Rice","-","Avocado","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1568","Bison","Steak STANDARD","Brown Rice","-","Avocado","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1569","Bison","Steak STANDARD","Brown Rice","-","Nuts STANDARD","Oil STANDARD","0.5","0.5","1.0","0.0","0.8","0.2"
"1570","Bison","Steak STANDARD","Brown Rice","-","Nuts STANDARD","-","0.5","0.5","1.0","0.0","1.0","0.0"
"1571","Bison","Steak STANDARD","Brown Rice","-","-","Oil STANDARD","0.5","0.5","1.0","0.0","0.0","0.5"
"1572","Bison","Steak STANDARD","Brown Rice","-","-","-","0.5","0.5","1.0","0.0","0.0","0.0"
"1573","Bison","Steak STANDARD","Sweet Potato","Beans STANDARD","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1574","Bison","Steak STANDARD","Sweet Potato","Beans STANDARD","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1575","Bison","Steak STANDARD","Sweet Potato","Beans STANDARD","Nuts STANDARD","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1576","Bison","Steak STANDARD","Sweet Potato","Beans STANDARD","Nuts STANDARD","-","0.5","0.5","0.6","0.4","1.0","0.0"
"1577","Bison","Steak STANDARD","Sweet Potato","Beans STANDARD","-","Oil STANDARD","0.5","0.5","0.6","0.4","0.0","0.5"
"1578","Bison","Steak STANDARD","Sweet Potato","Beans STANDARD","-","-","0.5","0.5","0.6","0.4","0.0","0.0"
"1579","Bison","Steak STANDARD","Sweet Potato","Lentils","Avocado","Oil STANDARD","0.5","0.5","0.6","0.4","0.8","0.2"
"1580","Bison","Steak STANDARD","Sweet Potato","Lentils","Avocado","-","0.5","0.5","0.6","0.4","1.0","0.0"
