"error_id","e_protein","e_carbs","e_fats"
"7129","8.00","28.00","19.00"
"7130","8.00","28.00","20.00"
"7131","8.00","28.00","21.00"
"7132","8.00","28.00","22.00"
"7133","8.00","28.00","23.00"
"7134","8.00","28.00","24.00"
"7135","8.00","28.00","25.00"
"7136","8.00","28.00","26.00"
"7137","8.00","28.00","27.00"
"7138","8.00","28.00","28.00"
"7139","8.00","28.00","29.00"
"7140","8.00","28.00","30.00"
"7141","8.00","29.00","1.00"
"7142","8.00","29.00","2.00"
"7143","8.00","29.00","3.00"
"7144","8.00","29.00","4.00"
"7145","8.00","29.00","5.00"
"7146","8.00","29.00","6.00"
"7147","8.00","29.00","7.00"
"7148","8.00","29.00","8.00"
"7149","8.00","29.00","9.00"
"7150","8.00","29.00","10.00"
"7151","8.00","29.00","11.00"
"7152","8.00","29.00","12.00"
"7153","8.00","29.00","13.00"
"7154","8.00","29.00","14.00"
"7155","8.00","29.00","15.00"
"7156","8.00","29.00","16.00"
"7157","8.00","29.00","17.00"
"7158","8.00","29.00","18.00"
"7159","8.00","29.00","19.00"
"7160","8.00","29.00","20.00"
"7161","8.00","29.00","21.00"
"7162","8.00","29.00","22.00"
"7163","8.00","29.00","23.00"
"7164","8.00","29.00","24.00"
"7165","8.00","29.00","25.00"
"7166","8.00","29.00","26.00"
"7167","8.00","29.00","27.00"
"7168","8.00","29.00","28.00"
"7169","8.00","29.00","29.00"
"7170","8.00","29.00","30.00"
"7171","8.00","30.00","1.00"
"7172","8.00","30.00","2.00"
"7173","8.00","30.00","3.00"
"7174","8.00","30.00","4.00"
"7175","8.00","30.00","5.00"
"7176","8.00","30.00","6.00"
"7177","8.00","30.00","7.00"
"7178","8.00","30.00","8.00"
"7179","8.00","30.00","9.00"
"7180","8.00","30.00","10.00"
"7181","8.00","30.00","11.00"
"7182","8.00","30.00","12.00"
"7183","8.00","30.00","13.00"
"7184","8.00","30.00","14.00"
"7185","8.00","30.00","15.00"
"7186","8.00","30.00","16.00"
"7187","8.00","30.00","17.00"
"7188","8.00","30.00","18.00"
"7189","8.00","30.00","19.00"
"7190","8.00","30.00","20.00"
"7191","8.00","30.00","21.00"
"7192","8.00","30.00","22.00"
"7193","8.00","30.00","23.00"
"7194","8.00","30.00","24.00"
"7195","8.00","30.00","25.00"
"7196","8.00","30.00","26.00"
"7197","8.00","30.00","27.00"
"7198","8.00","30.00","28.00"
"7199","8.00","30.00","29.00"
"7200","8.00","30.00","30.00"
"7201","9.00","1.00","1.00"
"7202","9.00","1.00","2.00"
"7203","9.00","1.00","3.00"
"7204","9.00","1.00","4.00"
"7205","9.00","1.00","5.00"
"7206","9.00","1.00","6.00"
"7207","9.00","1.00","7.00"
"7208","9.00","1.00","8.00"
"7209","9.00","1.00","9.00"
"7210","9.00","1.00","10.00"
"7211","9.00","1.00","11.00"
"7212","9.00","1.00","12.00"
"7213","9.00","1.00","13.00"
"7214","9.00","1.00","14.00"
"7215","9.00","1.00","15.00"
"7216","9.00","1.00","16.00"
"7217","9.00","1.00","17.00"
"7218","9.00","1.00","18.00"
"7219","9.00","1.00","19.00"
"7220","9.00","1.00","20.00"
"7221","9.00","1.00","21.00"
"7222","9.00","1.00","22.00"
"7223","9.00","1.00","23.00"
"7224","9.00","1.00","24.00"
"7225","9.00","1.00","25.00"
"7226","9.00","1.00","26.00"
"7227","9.00","1.00","27.00"
"7228","9.00","1.00","28.00"
"7229","9.00","1.00","29.00"
"7230","9.00","1.00","30.00"
"7231","9.00","2.00","1.00"
"7232","9.00","2.00","2.00"
"7233","9.00","2.00","3.00"
"7234","9.00","2.00","4.00"
"7235","9.00","2.00","5.00"
"7236","9.00","2.00","6.00"
"7237","9.00","2.00","7.00"
"7238","9.00","2.00","8.00"
"7239","9.00","2.00","9.00"
"7240","9.00","2.00","10.00"
"7241","9.00","2.00","11.00"
"7242","9.00","2.00","12.00"
"7243","9.00","2.00","13.00"
"7244","9.00","2.00","14.00"
"7245","9.00","2.00","15.00"
"7246","9.00","2.00","16.00"
"7247","9.00","2.00","17.00"
"7248","9.00","2.00","18.00"
"7249","9.00","2.00","19.00"
"7250","9.00","2.00","20.00"
"7251","9.00","2.00","21.00"
"7252","9.00","2.00","22.00"
"7253","9.00","2.00","23.00"
"7254","9.00","2.00","24.00"
"7255","9.00","2.00","25.00"
"7256","9.00","2.00","26.00"
"7257","9.00","2.00","27.00"
"7258","9.00","2.00","28.00"
"7259","9.00","2.00","29.00"
"7260","9.00","2.00","30.00"
"7261","9.00","3.00","1.00"
"7262","9.00","3.00","2.00"
"7263","9.00","3.00","3.00"
"7264","9.00","3.00","4.00"
"7265","9.00","3.00","5.00"
"7266","9.00","3.00","6.00"
"7267","9.00","3.00","7.00"
"7268","9.00","3.00","8.00"
"7269","9.00","3.00","9.00"
"7270","9.00","3.00","10.00"
"7271","9.00","3.00","11.00"
"7272","9.00","3.00","12.00"
"7273","9.00","3.00","13.00"
"7274","9.00","3.00","14.00"
"7275","9.00","3.00","15.00"
"7276","9.00","3.00","16.00"
"7277","9.00","3.00","17.00"
"7278","9.00","3.00","18.00"
"7279","9.00","3.00","19.00"
"7280","9.00","3.00","20.00"
"7281","9.00","3.00","21.00"
"7282","9.00","3.00","22.00"
"7283","9.00","3.00","23.00"
"7284","9.00","3.00","24.00"
"7285","9.00","3.00","25.00"
"7286","9.00","3.00","26.00"
"7287","9.00","3.00","27.00"
"7288","9.00","3.00","28.00"
"7289","9.00","3.00","29.00"
"7290","9.00","3.00","30.00"
"7291","9.00","4.00","1.00"
"7292","9.00","4.00","2.00"
"7293","9.00","4.00","3.00"
"7294","9.00","4.00","4.00"
"7295","9.00","4.00","5.00"
"7296","9.00","4.00","6.00"
"7297","9.00","4.00","7.00"
"7298","9.00","4.00","8.00"
"7299","9.00","4.00","9.00"
"7300","9.00","4.00","10.00"
"7301","9.00","4.00","11.00"
"7302","9.00","4.00","12.00"
"7303","9.00","4.00","13.00"
"7304","9.00","4.00","14.00"
"7305","9.00","4.00","15.00"
"7306","9.00","4.00","16.00"
"7307","9.00","4.00","17.00"
"7308","9.00","4.00","18.00"
"7309","9.00","4.00","19.00"
"7310","9.00","4.00","20.00"
"7311","9.00","4.00","21.00"
"7312","9.00","4.00","22.00"
"7313","9.00","4.00","23.00"
"7314","9.00","4.00","24.00"
"7315","9.00","4.00","25.00"
"7316","9.00","4.00","26.00"
"7317","9.00","4.00","27.00"
"7318","9.00","4.00","28.00"
"7319","9.00","4.00","29.00"
"7320","9.00","4.00","30.00"
"7321","9.00","5.00","1.00"
"7322","9.00","5.00","2.00"
"7323","9.00","5.00","3.00"
"7324","9.00","5.00","4.00"
"7325","9.00","5.00","5.00"
"7326","9.00","5.00","6.00"
"7327","9.00","5.00","7.00"
"7328","9.00","5.00","8.00"
"7329","9.00","5.00","9.00"
"7330","9.00","5.00","10.00"
"7331","9.00","5.00","11.00"
"7332","9.00","5.00","12.00"
"7333","9.00","5.00","13.00"
"7334","9.00","5.00","14.00"
"7335","9.00","5.00","15.00"
"7336","9.00","5.00","16.00"
"7337","9.00","5.00","17.00"
"7338","9.00","5.00","18.00"
"7339","9.00","5.00","19.00"
"7340","9.00","5.00","20.00"
"7341","9.00","5.00","21.00"
"7342","9.00","5.00","22.00"
"7343","9.00","5.00","23.00"
"7344","9.00","5.00","24.00"
"7345","9.00","5.00","25.00"
"7346","9.00","5.00","26.00"
"7347","9.00","5.00","27.00"
"7348","9.00","5.00","28.00"
"7349","9.00","5.00","29.00"
"7350","9.00","5.00","30.00"
"7351","9.00","6.00","1.00"
"7352","9.00","6.00","2.00"
"7353","9.00","6.00","3.00"
"7354","9.00","6.00","4.00"
"7355","9.00","6.00","5.00"
"7356","9.00","6.00","6.00"
"7357","9.00","6.00","7.00"
"7358","9.00","6.00","8.00"
"7359","9.00","6.00","9.00"
"7360","9.00","6.00","10.00"
"7361","9.00","6.00","11.00"
"7362","9.00","6.00","12.00"
"7363","9.00","6.00","13.00"
"7364","9.00","6.00","14.00"
"7365","9.00","6.00","15.00"
"7366","9.00","6.00","16.00"
"7367","9.00","6.00","17.00"
"7368","9.00","6.00","18.00"
"7369","9.00","6.00","19.00"
"7370","9.00","6.00","20.00"
"7371","9.00","6.00","21.00"
"7372","9.00","6.00","22.00"
"7373","9.00","6.00","23.00"
"7374","9.00","6.00","24.00"
"7375","9.00","6.00","25.00"
"7376","9.00","6.00","26.00"
"7377","9.00","6.00","27.00"
"7378","9.00","6.00","28.00"
"7379","9.00","6.00","29.00"
"7380","9.00","6.00","30.00"
"7381","9.00","7.00","1.00"
"7382","9.00","7.00","2.00"
"7383","9.00","7.00","3.00"
"7384","9.00","7.00","4.00"
"7385","9.00","7.00","5.00"
"7386","9.00","7.00","6.00"
"7387","9.00","7.00","7.00"
"7388","9.00","7.00","8.00"
"7389","9.00","7.00","9.00"
"7390","9.00","7.00","10.00"
"7391","9.00","7.00","11.00"
"7392","9.00","7.00","12.00"
"7393","9.00","7.00","13.00"
"7394","9.00","7.00","14.00"
"7395","9.00","7.00","15.00"
"7396","9.00","7.00","16.00"
"7397","9.00","7.00","17.00"
"7398","9.00","7.00","18.00"
"7399","9.00","7.00","19.00"
"7400","9.00","7.00","20.00"
"7401","9.00","7.00","21.00"
"7402","9.00","7.00","22.00"
"7403","9.00","7.00","23.00"
"7404","9.00","7.00","24.00"
"7405","9.00","7.00","25.00"
"7406","9.00","7.00","26.00"
"7407","9.00","7.00","27.00"
"7408","9.00","7.00","28.00"
"7409","9.00","7.00","29.00"
"7410","9.00","7.00","30.00"
"7411","9.00","8.00","1.00"
"7412","9.00","8.00","2.00"
"7413","9.00","8.00","3.00"
"7414","9.00","8.00","4.00"
"7415","9.00","8.00","5.00"
"7416","9.00","8.00","6.00"
"7417","9.00","8.00","7.00"
"7418","9.00","8.00","8.00"
"7419","9.00","8.00","9.00"
"7420","9.00","8.00","10.00"
"7421","9.00","8.00","11.00"
"7422","9.00","8.00","12.00"
"7423","9.00","8.00","13.00"
"7424","9.00","8.00","14.00"
"7425","9.00","8.00","15.00"
"7426","9.00","8.00","16.00"
"7427","9.00","8.00","17.00"
"7428","9.00","8.00","18.00"
"7429","9.00","8.00","19.00"
"7430","9.00","8.00","20.00"
"7431","9.00","8.00","21.00"
"7432","9.00","8.00","22.00"
"7433","9.00","8.00","23.00"
"7434","9.00","8.00","24.00"
"7435","9.00","8.00","25.00"
"7436","9.00","8.00","26.00"
"7437","9.00","8.00","27.00"
"7438","9.00","8.00","28.00"
"7439","9.00","8.00","29.00"
"7440","9.00","8.00","30.00"
"7441","9.00","9.00","1.00"
"7442","9.00","9.00","2.00"
"7443","9.00","9.00","3.00"
"7444","9.00","9.00","4.00"
"7445","9.00","9.00","5.00"
"7446","9.00","9.00","6.00"
"7447","9.00","9.00","7.00"
"7448","9.00","9.00","8.00"
"7449","9.00","9.00","9.00"
"7450","9.00","9.00","10.00"
"7451","9.00","9.00","11.00"
"7452","9.00","9.00","12.00"
"7453","9.00","9.00","13.00"
"7454","9.00","9.00","14.00"
"7455","9.00","9.00","15.00"
"7456","9.00","9.00","16.00"
"7457","9.00","9.00","17.00"
"7458","9.00","9.00","18.00"
"7459","9.00","9.00","19.00"
"7460","9.00","9.00","20.00"
"7461","9.00","9.00","21.00"
"7462","9.00","9.00","22.00"
"7463","9.00","9.00","23.00"
"7464","9.00","9.00","24.00"
"7465","9.00","9.00","25.00"
"7466","9.00","9.00","26.00"
"7467","9.00","9.00","27.00"
"7468","9.00","9.00","28.00"
"7469","9.00","9.00","29.00"
"7470","9.00","9.00","30.00"
"7471","9.00","10.00","1.00"
"7472","9.00","10.00","2.00"
"7473","9.00","10.00","3.00"
"7474","9.00","10.00","4.00"
"7475","9.00","10.00","5.00"
"7476","9.00","10.00","6.00"
"7477","9.00","10.00","7.00"
"7478","9.00","10.00","8.00"
"7479","9.00","10.00","9.00"
"7480","9.00","10.00","10.00"
"7481","9.00","10.00","11.00"
"7482","9.00","10.00","12.00"
"7483","9.00","10.00","13.00"
"7484","9.00","10.00","14.00"
"7485","9.00","10.00","15.00"
"7486","9.00","10.00","16.00"
"7487","9.00","10.00","17.00"
"7488","9.00","10.00","18.00"
"7489","9.00","10.00","19.00"
"7490","9.00","10.00","20.00"
"7491","9.00","10.00","21.00"
"7492","9.00","10.00","22.00"
"7493","9.00","10.00","23.00"
"7494","9.00","10.00","24.00"
"7495","9.00","10.00","25.00"
"7496","9.00","10.00","26.00"
"7497","9.00","10.00","27.00"
"7498","9.00","10.00","28.00"
"7499","9.00","10.00","29.00"
"7500","9.00","10.00","30.00"
"7501","9.00","11.00","1.00"
"7502","9.00","11.00","2.00"
"7503","9.00","11.00","3.00"
"7504","9.00","11.00","4.00"
"7505","9.00","11.00","5.00"
"7506","9.00","11.00","6.00"
"7507","9.00","11.00","7.00"
"7508","9.00","11.00","8.00"
"7509","9.00","11.00","9.00"
"7510","9.00","11.00","10.00"
"7511","9.00","11.00","11.00"
"7512","9.00","11.00","12.00"
"7513","9.00","11.00","13.00"
"7514","9.00","11.00","14.00"
"7515","9.00","11.00","15.00"
"7516","9.00","11.00","16.00"
"7517","9.00","11.00","17.00"
"7518","9.00","11.00","18.00"
"7519","9.00","11.00","19.00"
"7520","9.00","11.00","20.00"
"7521","9.00","11.00","21.00"
"7522","9.00","11.00","22.00"
"7523","9.00","11.00","23.00"
"7524","9.00","11.00","24.00"
"7525","9.00","11.00","25.00"
"7526","9.00","11.00","26.00"
"7527","9.00","11.00","27.00"
"7528","9.00","11.00","28.00"
"7529","9.00","11.00","29.00"
"7530","9.00","11.00","30.00"
"7531","9.00","12.00","1.00"
"7532","9.00","12.00","2.00"
"7533","9.00","12.00","3.00"
"7534","9.00","12.00","4.00"
"7535","9.00","12.00","5.00"
"7536","9.00","12.00","6.00"
"7537","9.00","12.00","7.00"
"7538","9.00","12.00","8.00"
"7539","9.00","12.00","9.00"
"7540","9.00","12.00","10.00"
"7541","9.00","12.00","11.00"
"7542","9.00","12.00","12.00"
"7543","9.00","12.00","13.00"
"7544","9.00","12.00","14.00"
"7545","9.00","12.00","15.00"
"7546","9.00","12.00","16.00"
"7547","9.00","12.00","17.00"
"7548","9.00","12.00","18.00"
"7549","9.00","12.00","19.00"
"7550","9.00","12.00","20.00"
"7551","9.00","12.00","21.00"
"7552","9.00","12.00","22.00"
"7553","9.00","12.00","23.00"
"7554","9.00","12.00","24.00"
"7555","9.00","12.00","25.00"
"7556","9.00","12.00","26.00"
"7557","9.00","12.00","27.00"
"7558","9.00","12.00","28.00"
"7559","9.00","12.00","29.00"
"7560","9.00","12.00","30.00"
"7561","9.00","13.00","1.00"
"7562","9.00","13.00","2.00"
"7563","9.00","13.00","3.00"
"7564","9.00","13.00","4.00"
"7565","9.00","13.00","5.00"
"7566","9.00","13.00","6.00"
"7567","9.00","13.00","7.00"
"7568","9.00","13.00","8.00"
"7569","9.00","13.00","9.00"
"7570","9.00","13.00","10.00"
"7571","9.00","13.00","11.00"
"7572","9.00","13.00","12.00"
"7573","9.00","13.00","13.00"
"7574","9.00","13.00","14.00"
"7575","9.00","13.00","15.00"
"7576","9.00","13.00","16.00"
"7577","9.00","13.00","17.00"
"7578","9.00","13.00","18.00"
"7579","9.00","13.00","19.00"
"7580","9.00","13.00","20.00"
"7581","9.00","13.00","21.00"
"7582","9.00","13.00","22.00"
"7583","9.00","13.00","23.00"
"7584","9.00","13.00","24.00"
"7585","9.00","13.00","25.00"
"7586","9.00","13.00","26.00"
"7587","9.00","13.00","27.00"
"7588","9.00","13.00","28.00"
"7589","9.00","13.00","29.00"
"7590","9.00","13.00","30.00"
"7591","9.00","14.00","1.00"
"7592","9.00","14.00","2.00"
"7593","9.00","14.00","3.00"
"7594","9.00","14.00","4.00"
"7595","9.00","14.00","5.00"
"7596","9.00","14.00","6.00"
"7597","9.00","14.00","7.00"
"7598","9.00","14.00","8.00"
"7599","9.00","14.00","9.00"
"7600","9.00","14.00","10.00"
"7601","9.00","14.00","11.00"
"7602","9.00","14.00","12.00"
"7603","9.00","14.00","13.00"
"7604","9.00","14.00","14.00"
"7605","9.00","14.00","15.00"
"7606","9.00","14.00","16.00"
"7607","9.00","14.00","17.00"
"7608","9.00","14.00","18.00"
"7609","9.00","14.00","19.00"
"7610","9.00","14.00","20.00"
"7611","9.00","14.00","21.00"
"7612","9.00","14.00","22.00"
"7613","9.00","14.00","23.00"
"7614","9.00","14.00","24.00"
"7615","9.00","14.00","25.00"
"7616","9.00","14.00","26.00"
"7617","9.00","14.00","27.00"
"7618","9.00","14.00","28.00"
"7619","9.00","14.00","29.00"
"7620","9.00","14.00","30.00"
"7621","9.00","15.00","1.00"
"7622","9.00","15.00","2.00"
"7623","9.00","15.00","3.00"
"7624","9.00","15.00","4.00"
"7625","9.00","15.00","5.00"
"7626","9.00","15.00","6.00"
"7627","9.00","15.00","7.00"
"7628","9.00","15.00","8.00"
"7629","9.00","15.00","9.00"
"7630","9.00","15.00","10.00"
"7631","9.00","15.00","11.00"
"7632","9.00","15.00","12.00"
"7633","9.00","15.00","13.00"
"7634","9.00","15.00","14.00"
"7635","9.00","15.00","15.00"
"7636","9.00","15.00","16.00"
"7637","9.00","15.00","17.00"
"7638","9.00","15.00","18.00"
"7639","9.00","15.00","19.00"
"7640","9.00","15.00","20.00"
"7641","9.00","15.00","21.00"
"7642","9.00","15.00","22.00"
"7643","9.00","15.00","23.00"
"7644","9.00","15.00","24.00"
"7645","9.00","15.00","25.00"
"7646","9.00","15.00","26.00"
"7647","9.00","15.00","27.00"
"7648","9.00","15.00","28.00"
"7649","9.00","15.00","29.00"
"7650","9.00","15.00","30.00"
"7651","9.00","16.00","1.00"
"7652","9.00","16.00","2.00"
"7653","9.00","16.00","3.00"
"7654","9.00","16.00","4.00"
"7655","9.00","16.00","5.00"
"7656","9.00","16.00","6.00"
"7657","9.00","16.00","7.00"
"7658","9.00","16.00","8.00"
"7659","9.00","16.00","9.00"
"7660","9.00","16.00","10.00"
"7661","9.00","16.00","11.00"
"7662","9.00","16.00","12.00"
"7663","9.00","16.00","13.00"
"7664","9.00","16.00","14.00"
"7665","9.00","16.00","15.00"
"7666","9.00","16.00","16.00"
"7667","9.00","16.00","17.00"
"7668","9.00","16.00","18.00"
"7669","9.00","16.00","19.00"
"7670","9.00","16.00","20.00"
"7671","9.00","16.00","21.00"
"7672","9.00","16.00","22.00"
"7673","9.00","16.00","23.00"
"7674","9.00","16.00","24.00"
"7675","9.00","16.00","25.00"
"7676","9.00","16.00","26.00"
"7677","9.00","16.00","27.00"
"7678","9.00","16.00","28.00"
"7679","9.00","16.00","29.00"
"7680","9.00","16.00","30.00"
"7681","9.00","17.00","1.00"
"7682","9.00","17.00","2.00"
"7683","9.00","17.00","3.00"
"7684","9.00","17.00","4.00"
"7685","9.00","17.00","5.00"
"7686","9.00","17.00","6.00"
"7687","9.00","17.00","7.00"
"7688","9.00","17.00","8.00"
"7689","9.00","17.00","9.00"
"7690","9.00","17.00","10.00"
"7691","9.00","17.00","11.00"
"7692","9.00","17.00","12.00"
"7693","9.00","17.00","13.00"
"7694","9.00","17.00","14.00"
"7695","9.00","17.00","15.00"
"7696","9.00","17.00","16.00"
"7697","9.00","17.00","17.00"
"7698","9.00","17.00","18.00"
"7699","9.00","17.00","19.00"
"7700","9.00","17.00","20.00"
"7701","9.00","17.00","21.00"
"7702","9.00","17.00","22.00"
"7703","9.00","17.00","23.00"
"7704","9.00","17.00","24.00"
"7705","9.00","17.00","25.00"
"7706","9.00","17.00","26.00"
"7707","9.00","17.00","27.00"
"7708","9.00","17.00","28.00"
"7709","9.00","17.00","29.00"
"7710","9.00","17.00","30.00"
"7711","9.00","18.00","1.00"
"7712","9.00","18.00","2.00"
"7713","9.00","18.00","3.00"
"7714","9.00","18.00","4.00"
"7715","9.00","18.00","5.00"
"7716","9.00","18.00","6.00"
"7717","9.00","18.00","7.00"
"7718","9.00","18.00","8.00"
"7719","9.00","18.00","9.00"
"7720","9.00","18.00","10.00"
"7721","9.00","18.00","11.00"
"7722","9.00","18.00","12.00"
"7723","9.00","18.00","13.00"
"7724","9.00","18.00","14.00"
"7725","9.00","18.00","15.00"
"7726","9.00","18.00","16.00"
"7727","9.00","18.00","17.00"
"7728","9.00","18.00","18.00"
"7729","9.00","18.00","19.00"
"7730","9.00","18.00","20.00"
"7731","9.00","18.00","21.00"
"7732","9.00","18.00","22.00"
"7733","9.00","18.00","23.00"
"7734","9.00","18.00","24.00"
"7735","9.00","18.00","25.00"
"7736","9.00","18.00","26.00"
"7737","9.00","18.00","27.00"
"7738","9.00","18.00","28.00"
"7739","9.00","18.00","29.00"
"7740","9.00","18.00","30.00"
"7741","9.00","19.00","1.00"
"7742","9.00","19.00","2.00"
"7743","9.00","19.00","3.00"
"7744","9.00","19.00","4.00"
"7745","9.00","19.00","5.00"
"7746","9.00","19.00","6.00"
"7747","9.00","19.00","7.00"
"7748","9.00","19.00","8.00"
"7749","9.00","19.00","9.00"
"7750","9.00","19.00","10.00"
"7751","9.00","19.00","11.00"
"7752","9.00","19.00","12.00"
"7753","9.00","19.00","13.00"
"7754","9.00","19.00","14.00"
"7755","9.00","19.00","15.00"
"7756","9.00","19.00","16.00"
"7757","9.00","19.00","17.00"
"7758","9.00","19.00","18.00"
"7759","9.00","19.00","19.00"
"7760","9.00","19.00","20.00"
"7761","9.00","19.00","21.00"
"7762","9.00","19.00","22.00"
"7763","9.00","19.00","23.00"
"7764","9.00","19.00","24.00"
"7765","9.00","19.00","25.00"
"7766","9.00","19.00","26.00"
"7767","9.00","19.00","27.00"
"7768","9.00","19.00","28.00"
"7769","9.00","19.00","29.00"
"7770","9.00","19.00","30.00"
"7771","9.00","20.00","1.00"
"7772","9.00","20.00","2.00"
"7773","9.00","20.00","3.00"
"7774","9.00","20.00","4.00"
"7775","9.00","20.00","5.00"
"7776","9.00","20.00","6.00"
"7777","9.00","20.00","7.00"
"7778","9.00","20.00","8.00"
"7779","9.00","20.00","9.00"
"7780","9.00","20.00","10.00"
"7781","9.00","20.00","11.00"
"7782","9.00","20.00","12.00"
"7783","9.00","20.00","13.00"
"7784","9.00","20.00","14.00"
"7785","9.00","20.00","15.00"
"7786","9.00","20.00","16.00"
"7787","9.00","20.00","17.00"
"7788","9.00","20.00","18.00"
"7789","9.00","20.00","19.00"
"7790","9.00","20.00","20.00"
"7791","9.00","20.00","21.00"
"7792","9.00","20.00","22.00"
"7793","9.00","20.00","23.00"
"7794","9.00","20.00","24.00"
"7795","9.00","20.00","25.00"
"7796","9.00","20.00","26.00"
"7797","9.00","20.00","27.00"
"7798","9.00","20.00","28.00"
"7799","9.00","20.00","29.00"
"7800","9.00","20.00","30.00"
"7801","9.00","21.00","1.00"
"7802","9.00","21.00","2.00"
"7803","9.00","21.00","3.00"
"7804","9.00","21.00","4.00"
"7805","9.00","21.00","5.00"
"7806","9.00","21.00","6.00"
"7807","9.00","21.00","7.00"
"7808","9.00","21.00","8.00"
"7809","9.00","21.00","9.00"
"7810","9.00","21.00","10.00"
"7811","9.00","21.00","11.00"
"7812","9.00","21.00","12.00"
"7813","9.00","21.00","13.00"
"7814","9.00","21.00","14.00"
"7815","9.00","21.00","15.00"
"7816","9.00","21.00","16.00"
"7817","9.00","21.00","17.00"
"7818","9.00","21.00","18.00"
"7819","9.00","21.00","19.00"
"7820","9.00","21.00","20.00"
"7821","9.00","21.00","21.00"
"7822","9.00","21.00","22.00"
"7823","9.00","21.00","23.00"
"7824","9.00","21.00","24.00"
"7825","9.00","21.00","25.00"
"7826","9.00","21.00","26.00"
"7827","9.00","21.00","27.00"
"7828","9.00","21.00","28.00"
"7829","9.00","21.00","29.00"
"7830","9.00","21.00","30.00"
"7831","9.00","22.00","1.00"
"7832","9.00","22.00","2.00"
"7833","9.00","22.00","3.00"
"7834","9.00","22.00","4.00"
"7835","9.00","22.00","5.00"
"7836","9.00","22.00","6.00"
"7837","9.00","22.00","7.00"
"7838","9.00","22.00","8.00"
"7839","9.00","22.00","9.00"
"7840","9.00","22.00","10.00"
"7841","9.00","22.00","11.00"
"7842","9.00","22.00","12.00"
"7843","9.00","22.00","13.00"
"7844","9.00","22.00","14.00"
"7845","9.00","22.00","15.00"
"7846","9.00","22.00","16.00"
"7847","9.00","22.00","17.00"
"7848","9.00","22.00","18.00"
"7849","9.00","22.00","19.00"
"7850","9.00","22.00","20.00"
"7851","9.00","22.00","21.00"
"7852","9.00","22.00","22.00"
"7853","9.00","22.00","23.00"
"7854","9.00","22.00","24.00"
"7855","9.00","22.00","25.00"
"7856","9.00","22.00","26.00"
"7857","9.00","22.00","27.00"
"7858","9.00","22.00","28.00"
"7859","9.00","22.00","29.00"
"7860","9.00","22.00","30.00"
"7861","9.00","23.00","1.00"
"7862","9.00","23.00","2.00"
"7863","9.00","23.00","3.00"
"7864","9.00","23.00","4.00"
"7865","9.00","23.00","5.00"
"7866","9.00","23.00","6.00"
"7867","9.00","23.00","7.00"
"7868","9.00","23.00","8.00"
"7869","9.00","23.00","9.00"
"7870","9.00","23.00","10.00"
"7871","9.00","23.00","11.00"
"7872","9.00","23.00","12.00"
"7873","9.00","23.00","13.00"
"7874","9.00","23.00","14.00"
"7875","9.00","23.00","15.00"
"7876","9.00","23.00","16.00"
"7877","9.00","23.00","17.00"
"7878","9.00","23.00","18.00"
"7879","9.00","23.00","19.00"
"7880","9.00","23.00","20.00"
"7881","9.00","23.00","21.00"
"7882","9.00","23.00","22.00"
"7883","9.00","23.00","23.00"
"7884","9.00","23.00","24.00"
"7885","9.00","23.00","25.00"
"7886","9.00","23.00","26.00"
"7887","9.00","23.00","27.00"
"7888","9.00","23.00","28.00"
"7889","9.00","23.00","29.00"
"7890","9.00","23.00","30.00"
"7891","9.00","24.00","1.00"
"7892","9.00","24.00","2.00"
"7893","9.00","24.00","3.00"
"7894","9.00","24.00","4.00"
"7895","9.00","24.00","5.00"
"7896","9.00","24.00","6.00"
"7897","9.00","24.00","7.00"
"7898","9.00","24.00","8.00"
"7899","9.00","24.00","9.00"
"7900","9.00","24.00","10.00"
"7901","9.00","24.00","11.00"
"7902","9.00","24.00","12.00"
"7903","9.00","24.00","13.00"
"7904","9.00","24.00","14.00"
"7905","9.00","24.00","15.00"
"7906","9.00","24.00","16.00"
"7907","9.00","24.00","17.00"
"7908","9.00","24.00","18.00"
"7909","9.00","24.00","19.00"
"7910","9.00","24.00","20.00"
"7911","9.00","24.00","21.00"
"7912","9.00","24.00","22.00"
"7913","9.00","24.00","23.00"
"7914","9.00","24.00","24.00"
"7915","9.00","24.00","25.00"
"7916","9.00","24.00","26.00"
"7917","9.00","24.00","27.00"
"7918","9.00","24.00","28.00"
"7919","9.00","24.00","29.00"
"7920","9.00","24.00","30.00"
"7921","9.00","25.00","1.00"
"7922","9.00","25.00","2.00"
"7923","9.00","25.00","3.00"
"7924","9.00","25.00","4.00"
"7925","9.00","25.00","5.00"
"7926","9.00","25.00","6.00"
"7927","9.00","25.00","7.00"
"7928","9.00","25.00","8.00"
"7929","9.00","25.00","9.00"
"7930","9.00","25.00","10.00"
"7931","9.00","25.00","11.00"
"7932","9.00","25.00","12.00"
"7933","9.00","25.00","13.00"
"7934","9.00","25.00","14.00"
"7935","9.00","25.00","15.00"
"7936","9.00","25.00","16.00"
"7937","9.00","25.00","17.00"
"7938","9.00","25.00","18.00"
"7939","9.00","25.00","19.00"
"7940","9.00","25.00","20.00"
"7941","9.00","25.00","21.00"
"7942","9.00","25.00","22.00"
"7943","9.00","25.00","23.00"
"7944","9.00","25.00","24.00"
"7945","9.00","25.00","25.00"
"7946","9.00","25.00","26.00"
"7947","9.00","25.00","27.00"
"7948","9.00","25.00","28.00"
"7949","9.00","25.00","29.00"
"7950","9.00","25.00","30.00"
